ProductID,Amount
276,"53039844,0000"
280,"23624930,0000"
463,"17946311,2500"
479,"16720731,7000"
246,"15350625,0000"
306,"13613953,5000"
259,"12236910,0700"
293,"8696079,4800"
149,"8470716,0000"
297,"7982424,4500"
